zona,dat,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,VEHICLES_MOTOR,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_CLIMATOLOGIA,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_SUPERFICIE,grupDiaLab,grupHor,tipAcc
Zona urbana,25/07/2016,Barcelones,Barcelona,1,0,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,24/07/2016,Garraf,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,30/12/2016,Pla de l'Estany,Girona,0,1,0,1,0,1,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,08/07/2016,Girones,Girona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,11/05/2016,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,14/06/2016,Maresme,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,19/06/2016,Valles Oriental,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,13/02/2016,Ripolles,Girona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,14/11/2016,Maresme,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,06/03/2016,Selva,Girona,0,1,0,3,0,1,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,04/07/2016,Alt Penedes,Barcelona,0,1,0,1,0,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Zona urbana,04/07/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,15/06/2016,Barcelones,Barcelona,0,1,0,3,0,0,3,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,25/03/2016,Selva,Girona,0,5,0,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,06/04/2016,Girones,Girona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Zona urbana,10/05/2016,Segria,Lleida,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,09/02/2016,Alt Penedes,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,03/11/2016,Barcelones,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,24/09/2016,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,01/11/2016,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,11/03/2016,Barcelones,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,Si,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,13/03/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,07/10/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,06/07/2010,Baix Emporda,Girona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,06/10/2010,Garraf,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,21/01/2010,Pla de l'Estany,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,30/03/2010,Pla de l'Estany,Girona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,26/11/2010,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,05/02/2010,Selva,Girona,1,0,1,1,0,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Carretera,31/07/2010,Bergueda,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Carretera,01/05/2010,Baix Penedes,Tarragona,0,1,0,1,0,0,1,60,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,19/03/2010,Maresme,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,26/06/2010,Barcelones,Barcelona,1,0,2,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,28/06/2010,Maresme,Barcelona,0,1,0,2,1,0,1,20,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,01/11/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,28/04/2010,Baix Penedes,Tarragona,0,1,0,2,0,0,2,30,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,21/07/2010,Tarragones,Tarragona,0,1,2,3,0,0,3,100,No,Bon temps,Si,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,17/11/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,04/08/2010,Garraf,Barcelona,1,0,0,2,0,0,2,90,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,12/05/2010,Valles Occidental,Barcelona,0,1,5,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,03/09/2010,Barcelones,Barcelona,0,1,2,4,0,0,4,100,No,Bon temps,Si,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,13/04/2010,Alt Camp,Tarragona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,01/05/2010,Valles Oriental,Barcelona,0,1,2,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,26/04/2010,Bages,Barcelona,0,1,3,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,29/07/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Tarda,Bolcada a la calcada
Carretera,18/05/2010,Barcelones,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Carretera,20/10/2010,Baix Penedes,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Carretera,15/09/2010,Tarragones,Tarragona,0,1,2,3,0,0,3,70,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,29/05/2010,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Carretera,10/11/2010,Alt Emporda,Girona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,Si,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,04/09/2010,Selva,Girona,0,1,1,4,0,0,4,NA,No,Bon temps,Si,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,25/11/2010,Baix Camp,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,05/05/2010,Valles Occidental,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,19/03/2010,Alt Camp,Tarragona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,17/11/2010,Maresme,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,31/08/2010,Valles Oriental,Barcelona,0,1,0,2,0,1,1,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Carretera,11/02/2010,Alt Emporda,Girona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,Si,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,03/06/2010,Garraf,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,06/04/2010,Maresme,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,03/09/2010,Valles Occidental,Barcelona,0,1,0,2,1,0,1,40,Sense Especificar,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,09/03/2010,Barcelones,Barcelona,1,1,0,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,29/04/2010,Bages,Barcelona,1,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,19/05/2010,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,07/10/2011,Osona,Barcelona,0,1,0,2,0,1,1,NA,Si,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,15/06/2011,Bages,Barcelona,0,1,1,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,11/01/2011,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,26/01/2011,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,10/04/2011,Valles Occidental,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,01/05/2011,Valles Occidental,Barcelona,0,1,1,1,0,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,19/08/2011,Selva,Girona,1,0,0,2,0,0,2,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,13/07/2011,Valles Oriental,Barcelona,0,1,0,1,0,0,1,70,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,01/07/2011,Anoia,Barcelona,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,21/05/2011,Urgell,Lleida,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,11/11/2011,Montsia,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,15/01/2011,Pla de l'Estany,Girona,0,1,3,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,01/04/2011,Baix Ebre,Tarragona,0,1,2,2,0,0,2,70,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,19/11/2011,Alt Camp,Tarragona,0,1,0,1,0,1,0,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,08/08/2011,Segria,Lleida,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,17/08/2011,Segarra,Lleida,1,0,6,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,04/11/2011,Bergueda,Barcelona,0,1,2,3,0,0,3,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,28/10/2011,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,06/08/2011,Pla d'Urgell,Lleida,0,1,3,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,15/11/2011,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,30,No,Pluja dèbil,No,No,No,Sense especificar,En secció,Mullat,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,28/07/2011,Baix Ebre,Tarragona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,25/08/2011,Segarra,Lleida,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Zona urbana,25/02/2011,Valles Oriental,Barcelona,1,0,1,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,04/11/2011,Valles Occidental,Barcelona,0,1,3,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,19/10/2011,Valles Oriental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Atropellament
Carretera,19/10/2011,Alt Emporda,Girona,1,0,0,1,0,1,0,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,09/07/2011,Bages,Barcelona,1,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,20/12/2011,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,21/01/2011,Pla de l'Estany,Girona,0,1,0,2,0,0,2,40,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,23/06/2011,Baix Llobregat,Barcelona,1,0,0,2,1,0,1,NA,No,Bon temps,No,No,Si,Si,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,17/05/2011,Baix Penedes,Tarragona,0,1,0,2,1,0,1,40,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,09/05/2011,Valles Occidental,Barcelona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,Si,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,23/05/2011,Barcelones,Barcelona,0,1,0,2,1,0,1,0,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,20/12/2011,Maresme,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,09/11/2011,Tarragones,Tarragona,0,1,0,2,1,0,1,NA,Sense Especificar,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,29/08/2011,Valles Oriental,Barcelona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,26/03/2011,Barcelones,Barcelona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,29/10/2011,Osona,Barcelona,0,2,2,3,0,0,3,90,No,Bon temps,No,No,Si,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,26/10/2011,Maresme,Barcelona,0,2,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,24/05/2011,Baix Llobregat,Barcelona,0,1,1,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,17/04/2011,Baix Camp,Tarragona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,12/03/2011,Bages,Barcelona,0,2,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,19/09/2011,Barcelones,Barcelona,1,0,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,14/07/2012,Baix Camp,Tarragona,1,0,1,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,26/05/2012,Baix Emporda,Girona,2,3,1,3,0,0,3,90,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,02/01/2012,Alt Penedes,Barcelona,0,1,0,3,0,0,3,60,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,24/10/2012,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,01/05/2012,Bages,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,11/08/2012,Selva,Girona,1,0,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,19/08/2012,Barcelones,Barcelona,1,0,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,27/05/2012,Baix Emporda,Girona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,08/07/2012,Valles Occidental,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,08/08/2012,Osona,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Sortida de la calcada sense especificar
Zona urbana,03/01/2012,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,12/05/2012,Osona,Girona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Carretera,29/04/2012,Valles Occidental,Barcelona,0,1,0,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,24/07/2012,Alt Emporda,Girona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,28/04/2012,Barcelones,Barcelona,0,1,2,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,06/11/2012,Garrotxa,Girona,0,1,0,2,1,0,1,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Tarda,Atropellament
Zona urbana,08/08/2012,Barcelones,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,06/10/2012,Alt Emporda,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,03/05/2012,Baix Llobregat,Barcelona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,25/01/2012,Osona,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,24/08/2012,Barcelones,Barcelona,0,1,3,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,21/06/2012,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,30/10/2012,Garraf,Barcelona,0,1,0,2,1,0,1,100,No,Pluja forta,No,Si,Si,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,21/06/2012,Valles Occidental,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/08/2012,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,05/12/2012,Girones,Girona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,07/11/2012,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,21/08/2012,Alt Emporda,Girona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,14/06/2012,Alt Penedes,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,11/10/2012,Alt Urgell,Lleida,0,1,0,1,0,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Carretera,21/03/2012,Selva,Girona,0,2,0,2,0,0,2,100,No,Pluja forta,No,Si,No,No,En secció,Mullat,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,18/02/2012,Valles Oriental,Barcelona,1,0,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,29/07/2012,Bergueda,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Carretera,28/01/2012,Valles Occidental,Barcelona,0,2,1,2,0,0,2,100,No,Pluja dèbil,No,Si,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,05/12/2012,Barcelones,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,09/01/2012,Baix Llobregat,Barcelona,0,1,2,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
