zona,dat,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,VEHICLES_MOTOR,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_CLIMATOLOGIA,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_SUPERFICIE,grupDiaLab,grupHor,tipAcc
Carretera,02/03/2014,Valles Oriental,Barcelona,0,1,1,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,01/01/2014,Valles Oriental,Barcelona,0,1,0,1,0,0,1,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Sortida de la calcada sense especificar
Zona urbana,03/02/2014,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,16/09/2014,Selva,Girona,0,1,0,2,0,0,2,40,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,18/07/2014,Baix Emporda,Girona,0,1,1,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,13/03/2014,Osona,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,01/06/2014,Solsones,Lleida,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,02/02/2014,Barcelones,Barcelona,0,2,1,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,17/09/2014,Alt Emporda,Girona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,29/08/2014,Barcelones,Barcelona,0,1,2,2,0,0,2,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,08/01/2014,Priorat,Tarragona,0,1,0,1,0,1,0,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,11/08/2014,Alt Urgell,Lleida,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,14/12/2014,Valles Occidental,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,26/09/2014,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,12/08/2014,Barcelones,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,03/09/2014,Bages,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,03/02/2014,Girones,Girona,0,1,2,1,0,0,1,90,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Altres
Zona urbana,14/06/2014,Barcelones,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Carretera,25/06/2014,Girones,Girona,0,1,0,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,07/04/2014,Maresme,Barcelona,0,1,1,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,24/07/2014,Pla d'Urgell,Lleida,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,20/06/2014,Noguera,Lleida,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,04/03/2014,Maresme,Barcelona,0,1,1,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,15/08/2014,Selva,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,22/03/2014,Garrigues,Lleida,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,19/12/2014,Moianès,Barcelona,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,No,En secció,Relliscós,Feiners,Matí,Bolcada a la calcada
Zona urbana,05/08/2014,Alt Emporda,Girona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,02/02/2014,Noguera,Lleida,0,1,0,2,1,0,1,100,No,Bon temps,No,No,Si,No,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Zona urbana,24/07/2014,Pla de l'Estany,Girona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Carretera,13/02/2014,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Altres
Carretera,25/10/2014,Selva,Girona,0,6,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,17/12/2014,Bages,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,01/07/2014,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,09/12/2015,Barcelones,Barcelona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,11/06/2015,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,05/09/2015,Tarragones,Tarragona,1,0,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,13/07/2015,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,27/11/2015,Baix Llobregat,Barcelona,0,1,1,2,0,0,2,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,06/12/2015,Anoia,Barcelona,0,1,2,1,0,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Zona urbana,28/03/2015,Barcelones,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,12/12/2015,Baix Camp,Tarragona,0,1,1,1,0,0,1,999,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,18/09/2015,Baix Llobregat,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Nit,Sortida de la calcada sense especificar
Zona urbana,05/11/2015,Barcelones,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,16/10/2015,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,08/12/2015,Alt Urgell,Lleida,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,01/08/2015,Baix Llobregat,Barcelona,0,1,0,2,0,1,1,30,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,27/03/2015,Baix Llobregat,Barcelona,0,1,2,3,0,0,1,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,14/01/2015,Baix Camp,Tarragona,0,1,0,1,0,0,1,120,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,28/01/2015,Maresme,Barcelona,0,1,2,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,15/02/2015,Baix Camp,Tarragona,0,1,0,2,0,0,2,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,08/08/2015,Girones,Girona,1,2,4,3,0,0,3,100,No,Pluja forta,No,Si,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,06/11/2015,Barcelones,Barcelona,1,0,0,3,0,0,3,60,No,Bon temps,Si,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,17/06/2015,Osona,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,Si,No,En secció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,28/10/2015,Maresme,Barcelona,0,1,0,3,0,0,3,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,18/11/2015,Montsia,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Atropellament
Carretera,26/05/2015,Segria,Lleida,0,1,0,1,0,0,0,100,No,Bon temps,No,No,No,No,En secció,Relliscós,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,22/05/2015,Segria,Lleida,1,0,1,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Zona urbana,14/04/2015,Baix Emporda,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,07/03/2015,Segria,Lleida,0,1,0,2,1,0,1,NA,Sense Especificar,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Carretera,11/08/2015,Selva,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,25/07/2015,Baix Llobregat,Barcelona,0,1,0,1,0,0,1,100,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,15/06/2015,Valles Occidental,Barcelona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Atropellament
Carretera,17/07/2015,Alt Emporda,Girona,0,1,1,2,0,0,2,80,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,06/06/2015,Cerdanya,Girona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,07/06/2015,Selva,Girona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,16/12/2015,Barcelones,Barcelona,1,0,1,2,1,0,1,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,14/03/2015,Anoia,Barcelona,0,2,3,3,0,0,3,40,No,Pluja dèbil,No,Si,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,09/06/2015,Baix Emporda,Girona,1,2,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Carretera,20/02/2015,Cerdanya,Lleida,0,1,3,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,03/11/2015,Segria,Lleida,0,1,3,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,09/09/2015,Baix Llobregat,Barcelona,0,2,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,09/07/2015,Maresme,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,18/07/2015,Barcelones,Barcelona,0,1,0,1,0,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,03/11/2015,Segria,Lleida,0,1,2,3,0,0,3,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,03/05/2015,Valles Oriental,Barcelona,0,2,0,1,0,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Altres
Zona urbana,22/05/2015,Baix Camp,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,10/11/2015,Baix Camp,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,06/11/2015,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,10/10/2015,Baix Llobregat,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,01/11/2015,Maresme,Barcelona,0,3,1,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,21/03/2015,Valles Occidental,Barcelona,0,2,0,2,0,0,2,50,No,Pluja dèbil,No,Si,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,10/06/2015,Selva,Girona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,23/03/2015,Maresme,Barcelona,0,1,0,2,0,0,2,90,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,20/02/2015,Baix Penedes,Tarragona,0,1,0,2,1,0,1,40,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,07/02/2015,Alt Urgell,Lleida,0,1,2,1,0,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Sortida de la calcada sense especificar
Zona urbana,16/04/2015,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Bolcada a la calcada
Zona urbana,09/02/2015,Valles Occidental,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Altres
Carretera,19/06/2015,Segria,Lleida,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,30/12/2015,Valles Occidental,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,31/05/2015,Selva,Girona,0,3,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Relliscós,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,15/08/2015,Urgell,Lleida,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Carretera,19/09/2015,Noguera,Lleida,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,14/04/2015,Barcelones,Barcelona,0,1,1,1,0,0,1,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,08/05/2015,Osona,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Inundat,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,24/07/2015,Baix Emporda,Girona,0,1,0,2,0,1,1,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,27/12/2015,Garraf,Barcelona,0,1,0,1,0,1,0,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,11/09/2015,Valles Occidental,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,09/06/2015,Barcelones,Barcelona,0,1,0,3,0,0,3,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/10/2015,Valles Oriental,Barcelona,0,1,0,2,0,1,1,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,07/01/2016,Baix Penedes,Tarragona,0,2,3,2,0,0,2,40,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,17/11/2016,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,23/04/2016,Anoia,Barcelona,0,1,0,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,03/10/2016,Osona,Barcelona,0,1,0,1,0,0,1,40,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Zona urbana,10/07/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,29/10/2016,Baix Llobregat,Barcelona,0,1,0,1,0,0,0,100,No,Bon temps,No,No,No,No,En secció,Mullat,CapDeSetmana,Tarda,Altres
Zona urbana,10/10/2016,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,19/09/2016,Barcelones,Barcelona,0,2,1,2,0,0,2,100,No,Bon temps,Si,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,26/05/2016,Barcelones,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,12/12/2016,Barcelones,Barcelona,0,1,1,2,1,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,29/06/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,Si,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,07/10/2016,Tarragones,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,30/09/2016,Bergueda,Barcelona,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,18/01/2016,Valles Occidental,Barcelona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,25/06/2016,Maresme,Barcelona,0,1,0,1,0,1,0,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,29/07/2016,Selva,Barcelona,0,1,1,2,0,0,2,120,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/11/2016,Barcelones,Barcelona,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,28/05/2016,Selva,Girona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Carretera,30/08/2016,Tarragones,Tarragona,0,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,25/02/2016,Barcelones,Barcelona,0,1,1,3,2,0,1,30,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Carretera,01/11/2016,Valles Occidental,Barcelona,0,1,0,1,0,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Zona urbana,01/01/2016,Garraf,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,22/06/2016,Tarragones,Tarragona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,06/12/2016,Urgell,Lleida,0,1,4,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,04/05/2016,Maresme,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,17/07/2016,Osona,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,14/02/2016,Baix Emporda,Girona,0,1,0,2,0,1,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,03/02/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,02/05/2016,Valles Oriental,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,24/04/2016,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,15/04/2016,Selva,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Altres
Zona urbana,13/05/2016,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,999,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,20/03/2016,Alt Penedes,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Zona urbana,27/07/2016,Baix Camp,Tarragona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,08/09/2016,Selva,Girona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,14/06/2016,Valles Occidental,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Nit,Altres
Zona urbana,24/07/2016,Bages,Barcelona,0,1,1,1,0,0,1,999,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,11/05/2016,Baix Emporda,Girona,0,2,2,2,0,0,2,70,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,05/01/2016,Osona,Barcelona,2,0,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,14/06/2016,Montsia,Tarragona,1,0,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,18/06/2016,Segria,Lleida,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Carretera,03/04/2016,Cerdanya,Girona,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Atropellament
Zona urbana,09/07/2016,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,16/02/2016,Valles Occidental,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,30/09/2016,Valles Occidental,Barcelona,0,1,0,2,0,0,2,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,25/10/2016,Ribera d'Ebre,Tarragona,0,1,1,2,0,0,2,90,No,Pluja dèbil,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
