Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2021,Carretera,16/07/2021,C-59,16.8,CALDES DE MONTBUI,Valles Oriental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,14.17,Tarda,Col.lisió de vehicles en marxa,div
2021,Zona urbana,03/09/2021,TP-2044,0.1,"VENDRELL, EL",Baix Penedes,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,30,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,Si,No,No,No,Si,En secció,Senyal velocitat,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Atropellament,NA,Travessera,Sec i net,Carretera convencional,Municipal,Sense especificar,"Calma, vent molt suau",CapDeSetmana,21.5,Tarda,Atropellament,div
2021,Zona urbana,29/11/2021,C-13,128,SORT,Pallars Sobira,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia fosc",NA,Doble sentit,Caiguda en la via,NA,Travessera,Sec i net,Carretera convencional,NA,NA,"Calma, vent molt suau",Feiners,17.13,Tarda,Bolcada a la calcada,dill-dij
2021,Carretera,15/04/2021,C-65,23.3,LLAMBILLES,Girones,Girona,0,1,1,2,2,0,0,0,0,1,1,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,NA,Fregament o col·lisió lateral,Giratòria,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,13.16,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,25/02/2021,C-58,13.5,SANT QUIRZE DEL VALLES,Valles Occidental,Barcelona,1,0,0,1,4,0,0,0,1,3,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,NA,NA,"Calma, vent molt suau",Feiners,21.51,Tarda,Altres,dill-dij
2021,Zona urbana,23/03/2021,SE,999999,BARCELONA,Barcelones,Barcelona,0,2,0,2,2,0,0,1,0,0,1,0,0,100,No,Si,Sense Especificar,Carril bus,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Fregament o col·lisió lateral,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,21.35,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,15/09/2021,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,1,2,3,0,0,0,2,1,0,0,0,100,No,Si,Sense Especificar,Carril bus,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,Alba o capvespre,NA,Un sol sentit,Encalç,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,19.3,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,09/03/2021,LV-7021,5.3,ARTESA DE LLEIDA,Segria,Lleida,0,1,0,1,2,0,0,0,0,0,2,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Municipal,Rampa o pendent,"Calma, vent molt suau",Feiners,19.58,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,08/06/2021,AL,0,ALPICAT,Segria,Lleida,0,1,0,1,2,0,0,0,1,1,0,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,Si,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Carretera,Sec i net,Camí rural/pista forestal,Municipal,Pla,"Calma, vent molt suau",Feiners,8,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,31/10/2021,C-244,3.8,"POBLA DE CLARAMUNT,LA",Anoia,Barcelona,0,1,1,2,1,0,0,0,0,1,0,0,0,40,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,3.34,Nit,Sortida de la calcada sense especificar,dg
2021,Zona urbana,24/05/2021,C-25,239.6,RIUDELLOTS DE LA SELVA,Selva,Girona,0,1,4,5,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,Cons,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Col·lisió frontal,NA,Travessera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,4.56,Nit,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,21/07/2021,C-13,27,VALLFOGONA DE BALAGUER,Noguera,Lleida,0,1,0,1,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,13.2,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,31/10/2021,N-II,639.5,VILASSAR DE MAR,Maresme,Barcelona,0,1,1,2,2,0,0,0,1,1,0,0,0,60,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Altres,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,12.25,Matí,Altres,dg
2021,Zona urbana,27/12/2021,N-II,642.1,CABRERA DE MAR,Maresme,Barcelona,0,1,0,1,2,0,0,1,0,1,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Travessera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,16.22,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,23/03/2021,SE,999999,MANRESA,Bages,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,17.37,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,08/04/2021,SE,999999,MALGRAT DE MAR,Maresme,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,20,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,Si,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Sols norma prioritat de pas,Doble sentit,Atropellament,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,10,Matí,Atropellament,dill-dij
2021,Carretera,27/12/2021,CR,0,GELIDA,Alt Penedes,Barcelona,1,0,0,1,1,0,0,0,0,0,1,0,0,100,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Mullat,Altres,Municipal,Pla,"Calma, vent molt suau",Feiners,10.38,Matí,Bolcada a la calcada,dill-dij
2021,Zona urbana,07/06/2021,SE,999999,BADALONA,Barcelones,Barcelona,0,1,1,2,3,0,0,0,2,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,12.52,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,05/05/2021,SE,999999,OLESA DE MONTSERRAT,Baix Llobregat,Barcelona,0,1,0,1,2,0,1,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Sense especificar,Envestida (frontal lateral),Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,18.07,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,27/08/2021,SE,999999,MATARO,Maresme,Barcelona,1,0,0,1,2,1,0,0,0,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Genérica via,"De dia, dia clar",Semàfor,Doble sentit,Atropellament,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,12.02,Matí,Atropellament,div
2021,Zona urbana,19/03/2021,SE,999999,SABADELL,Valles Occidental,Barcelona,0,1,0,1,2,1,0,0,0,0,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Altres,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,8.28,Matí,Altres,div
2021,Carretera,12/09/2021,N-260,301.6,"POBLA DE SEGUR, LA",Pallars Jussa,Lleida,0,1,0,1,1,0,1,0,0,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,12.34,Matí,Bolcada a la calcada,dg
2021,Zona urbana,17/04/2021,SE,999999,BARCELONA,Barcelones,Barcelona,0,3,0,3,3,2,0,0,1,0,0,0,0,100,No,Si,Sense Especificar,Carril bus,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Un sol sentit,Atropellament,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,21.12,Tarda,Atropellament,dis
2021,Zona urbana,05/04/2021,SE,999999,SEVA,Osona,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,Si,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,10.41,Matí,Atropellament,dill-dij
2021,Zona urbana,01/07/2021,SE,999999,GUISSONA,Segarra,Lleida,0,1,0,1,2,0,1,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,11.16,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,11/08/2021,SE,999999,"VENDRELL, EL",Baix Penedes,Tarragona,0,1,4,5,2,0,0,0,0,2,0,0,0,30,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial suficient",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Sense especificar,"Calma, vent molt suau",Feiners,22.41,Nit,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,17/10/2021,C-66,3.5,TORRENT,Baix Emporda,Girona,1,0,1,2,2,0,0,0,0,2,0,0,0,80,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,6.54,Matí,Col.lisió de vehicles en marxa,dg
2021,Zona urbana,16/11/2021,SE,999999,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,1,2,1,0,0,0,0,1,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Sense especificar,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,14.51,Tarda,Atropellament,dill-dij
2021,Carretera,14/12/2021,N-240,22,VALLS,Alt Camp,Tarragona,0,1,1,2,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,21.44,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,15/05/2021,C-59,43.5,MOIA,Moianès,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Doble sentit,Fregament o col·lisió lateral,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,9.44,Matí,Col.lisió de vehicles en marxa,dis
2021,Zona urbana,04/10/2021,SE,999999,ALELLA,Maresme,Barcelona,1,0,0,1,2,0,0,0,1,1,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial suficient",Semàfor,Doble sentit,Col·lisió frontal,Intersecció en T o Y,Travessera,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,19.29,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,01/12/2021,SE,999999,LLEIDA,Segria,Lleida,0,1,0,1,2,0,0,0,0,2,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,NA,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,21.55,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2021,Zona urbana,21/07/2021,SE,999999,GIRONA,Girones,Girona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,12.07,Matí,Atropellament,dill-dij
2021,Zona urbana,19/01/2021,LV-4241b,0.1,SOLSONA,Solsones,Lleida,1,0,0,1,2,1,0,0,0,0,1,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Travessera,Sec i net,Carretera convencional,NA,Sense especificar,"Calma, vent molt suau",Feiners,10.42,Matí,Atropellament,dill-dij
2021,Carretera,17/11/2021,B-10,0.1,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,0,2,0,2,2,0,0,0,2,0,0,0,0,80,No,Si,Sense Especificar,Carril acceleració,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial insuficient",NA,Un sol sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,NA,NA,"Calma, vent molt suau",Feiners,18.3,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,06/07/2021,B-20,12,BARCELONA,Barcelones,Barcelona,0,1,0,1,3,0,0,0,1,2,0,0,0,100,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,NA,NA,"Calma, vent molt suau",Feiners,11.4,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,04/12/2021,C-44,19.1,TIVISSA,Ribera d'Ebre,Tarragona,0,2,1,3,3,0,0,0,0,3,0,0,0,70,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,Vent moderat,CapDeSetmana,14.5,Tarda,Col.lisió de vehicles en marxa,dis
2021,Carretera,24/07/2021,C-1412b,3,"BARONIA DE RIALB, LA",Noguera,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Travessera,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,15.19,Tarda,Altres,dis
2021,Carretera,07/11/2021,C-31,333.4,PALAFRUGELL,Baix Emporda,Girona,0,2,0,2,2,0,0,0,0,2,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, il·luminació artificial suficient",Senyal Stop o cedeix pas,Doble sentit,Resta sortides de via,Giratòria,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,19.54,Tarda,Sortida de la calcada sense especificar,dg
2021,Carretera,07/04/2021,C-12,162,BALAGUER,Noguera,Lleida,0,1,0,1,2,0,0,0,1,0,1,0,0,70,No,No n'hi ha,A nivell,Carril central,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,7.49,Matí,Col.lisió de vehicles en marxa,dill-dij
2021,Carretera,05/11/2021,N-152z,16.4,SANTA PERPETUA DE MO,Valles Occidental,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Mixt,Carril central,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,13.42,Matí,Col.lisió de vehicles en marxa,div
2021,Zona urbana,01/06/2021,SE,999999,MANRESA,Bages,Barcelona,0,1,1,2,2,1,0,1,0,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,12.56,Matí,Atropellament,dill-dij
2021,Carretera,30/10/2021,C-65,14.6,LLAGOSTERA,Girones,Girona,1,0,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,13.18,Matí,Bolcada a la calcada,dis
2021,Zona urbana,15/03/2021,SE,999999,TARRAGONA,Tarragones,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,21,Tarda,Altres,dill-dij
2021,Zona urbana,09/09/2021,SE,999999,MARTORELL,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,Sense especificar,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Sense especificar,Caiguda en la via,NA,Zona urbana,Inundat,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,23.1,Nit,Bolcada a la calcada,dill-dij
2021,Carretera,12/08/2021,A-2,518,CERVERA,Segarra,Lleida,1,0,1,2,2,0,0,0,0,0,2,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,14.35,Tarda,Col.lisió de vehicles en marxa,dill-dij
2021,Zona urbana,12/09/2021,BV-5001,3,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,0,1,0,1,2,0,1,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Sense especificar,Encalç,NA,Travessera,Sec i net,Carretera convencional,NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,8.2,Matí,Col.lisió de vehicles en marxa,dg
